"dn","objectguid","cn","samaccountname","name","grouptype","memberof","extensionattribute10","extensionattribute11","extensionattribute12","extensionattribute13","extensionattribute14","extensionattribute15","mail_enabled","syncattrs_hash","dn_hash","whencreated","whenchanged","placeholder"
"CN=B585801,OU=B585801,OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B585801,B585801,B585801,-2147483640,"CN=B585800,OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B585801大智稽徵所主任室,B585801大智稽徵所主任室,B585801大智稽徵所主任室,B585801大智稽徵所主任室,B585801大智稽徵所主任室,B585801大智稽徵所主任室,"1",ecd2668ea683ff1e3297c39be4a29f57de1a8daf1db109ac7dee0190c90d93f8,b2488ff97b4c85de7803436caf14908b9f2f0a51f62757e95d9b18e0b9379c7b,2013-03-08 10:23:18,2023-01-13 18:49:33,external
"CN=N575707,OU=N575707,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,N575707,N575707,N575707,-2147483640,"CN=N575700,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",N575707北斗稽徵所營所遺贈稅股,N575707北斗稽徵所營所遺贈稅股,N575707北斗稽徵所營所遺贈稅股,N575707北斗稽徵所營所遺贈稅股,N575707北斗稽徵所營所遺贈稅股,N575707北斗稽徵所營所遺贈稅股,"1",fec4e635246ebcc7a008dcca20175aa367e3634df90dac2eb25fdc5fb0dd5510,"1b542a328ca2c613c5e376551db4f6617a3f5cf91decd3a043fb74de3d4a8de8",2013-03-08 10:21:15,2023-01-13 18:50:17,external
"CN=B585800,OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B585800,B585800,B585800,-2147483640,"CN=B58,OU=B58,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B585800大智稽徵所,B585800大智稽徵所,B585800大智稽徵所,B585800大智稽徵所,B585800大智稽徵所,B585800大智稽徵所,"1","2f2df4189df7bfb9e2570c687f6bd774dc54d91e92e800ff52dd342b36d1e07d","60320e07c719a59d29acaae8c91dc34fae9db843edd42a4ff0510cad7ebcde87",2012-02-06 15:30:31,2023-01-13 20:33:28,external
"CN=B58,OU=B58,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B58,B58,B58,-2147483640,"CN=B01ROOT,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B58財政部中區國稅局大智稽徵所,B58財政部中區國稅局大智稽徵所,B58財政部中區國稅局大智稽徵所,B58財政部中區國稅局大智稽徵所,B58財政部中區國稅局大智稽徵所,B58財政部中區國稅局大智稽徵所,"1","2591b59622f9a184c7fa3830a9ad56405b1a19ea7ca2b91f85e96991d9968274","22446dafca5c7c0e7765e69aced676078c04e1352b9882acd909b23b19d947e6",2012-02-06 15:28:16,2023-01-13 20:32:46,external
"CN=K452C07,OU=K452C07,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,K452C07,K452C07,K452C07,-2147483640,"CN=K454500,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",K452C07苗栗縣分局審查課(停用),K452C07苗栗縣分局審查課(停用),K452C07苗栗縣分局審查課(停用),K452C07苗栗縣分局審查課(停用),K452C07苗栗縣分局審查課(停用),K452C07苗栗縣分局審查課(停用),"1",fbea930a75d73ed07c411d08863591ca1aa9a930e9cdf1ae187576b46d5bee1f,"2bc70127c424731d8a9ed78de79c9eb0b81f3022c6c3333dec50cfbafcd8b162",2013-03-08 10:04:43,2023-01-13 18:47:50,external
"CN=K452A00,OU=K452A00,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,K452A00,K452A00,K452A00,-2147483640,"CN=K454500,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",K452A00苗栗縣分局分局長室(停用),K452A00苗栗縣分局分局長室(停用),K452A00苗栗縣分局分局長室(停用),K452A00苗栗縣分局分局長室(停用),K452A00苗栗縣分局分局長室(停用),K452A00苗栗縣分局分局長室(停用),"1",c92fd0a98e7509ab626cb64c5eb6d9b79439772b1074d89b1589a1619c3b7c20,"4f9d7e2c5607e660729e8d5aee8993fde46fd7237af64d810e3b460954155aa6",2013-03-08 10:10:26,2023-01-13 18:47:47,external
"CN=K452A01,OU=K452A01,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,K452A01,K452A01,K452A01,-2147483640,"CN=K454500,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",K452A01苗栗分局分局長室,K452A01苗栗分局分局長室,K452A01苗栗分局分局長室,K452A01苗栗分局分局長室,K452A01苗栗分局分局長室,K452A01苗栗分局分局長室,"1",d55d09b08a570f7992ad2d4b547bc1824082c39ed72e0f82df30f4049a292385,"375b297e5487c7a1f2e4309d83b3a623947fb6129938b1d76d18b40ad770a915",2013-03-08 10:10:29,2023-01-13 18:47:48,external
"CN=B585809,OU=B585809,OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B585809,B585809,B585809,-2147483640,"CN=B585800,OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B585809大智稽徵所銷售稅股,B585809大智稽徵所銷售稅股,B585809大智稽徵所銷售稅股,B585809大智稽徵所銷售稅股,B585809大智稽徵所銷售稅股,B585809大智稽徵所銷售稅股,"1","3e960b2371b96263efc902b436a14244f7141bc21343ecfaf4aa649bab660920",f82ca7e76e70a05d55915ea91b432497aca17086119df19ff279d317057e1921,2013-03-08 10:24:03,2023-01-13 18:49:44,external
"CN=N575706,OU=N575706,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,N575706,N575706,N575706,-2147483640,"CN=N575700,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",N575706北斗稽徵所資料股(停用),N575706北斗稽徵所資料股(停用),N575706北斗稽徵所資料股(停用),N575706北斗稽徵所資料股(停用),N575706北斗稽徵所資料股(停用),N575706北斗稽徵所資料股(停用),"1","33e7591b4e7b8c4a829c21e6dd9305a69fcc33cd963d80499842ff130822fa32","4ab7b8f092cd095d732e69949858ab73b92bb35f0392fa4db7f37f6566599d1d",2013-03-08 10:21:08,2023-01-13 18:50:17,external
"CN=P632N04,OU=P632N04,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,P632N04,P632N04,P632N04,-2147483640,"CN=P636300,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",P632N04雲林縣分局政風室(停用),P632N04雲林縣分局政風室(停用),P632N04雲林縣分局政風室(停用),P632N04雲林縣分局政風室(停用),P632N04雲林縣分局政風室(停用),P632N04雲林縣分局政風室(停用),"1","523661f27bae7bdaf7247236206653168e820277b49564e485a6478c4a99cabd",bc6b45e0eea49cc319af2dd0af0afcca98462e11a149e14bcf04473b83d7c320,2013-03-08 10:24:54,2023-01-13 18:48:58,external
"CN=B585806,OU=B585806,OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B585806,B585806,B585806,-2147483640,"CN=B585800,OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B585806大智稽徵所資料股(停用),B585806大智稽徵所資料股(停用),B585806大智稽徵所資料股(停用),B585806大智稽徵所資料股(停用),B585806大智稽徵所資料股(停用),B585806大智稽徵所資料股(停用),"1","0c323c30a43ffc9a13f58f068c8915662053042130762e55d69bf5cd4d80dd99","895e910c6ee7b25a3d28ebd6efe7af041d01fb265a440637f25f0e5d2ac356fe",2013-03-08 10:23:53,2023-01-13 18:49:37,external
"CN=B585808,OU=B585808,OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B585808,B585808,B585808,-2147483640,"CN=B585800,OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B585808大智稽徵所綜所稅股,B585808大智稽徵所綜所稅股,B585808大智稽徵所綜所稅股,B585808大智稽徵所綜所稅股,B585808大智稽徵所綜所稅股,B585808大智稽徵所綜所稅股,"1","227599f8ebf4197d1754a9e395bd254584ea1846a12f633b43ac7ac60f83f6dc",b419e114201f0e361204140f59e84e17390dc0bde8436c3a908a9497528cce53,2013-03-08 10:24:00,2023-01-13 18:49:38,external
"CN=K454500,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,K454500,K454500,K454500,-2147483640,"CN=K45,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",K454500苗栗分局,K454500苗栗分局,K454500苗栗分局,K454500苗栗分局,K454500苗栗分局,K454500苗栗分局,"1","58587e3a64391589c771f85138c32dad497bc341b0ce4dd8070cc3ea6db0d6fc",b2de9268de52f7da0875be611606b60edd520acf4217251ab58b93260fe7dc64,2012-02-06 15:31:13,2023-01-13 20:33:18,external
"CN=B585804,OU=B585804,OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B585804,B585804,B585804,-2147483640,"CN=B585800,OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B585804大智稽徵所審查股(停用),B585804大智稽徵所審查股(停用),B585804大智稽徵所審查股(停用),B585804大智稽徵所審查股(停用),B585804大智稽徵所審查股(停用),B585804大智稽徵所審查股(停用),"1","7e0648658e85ca8b612bfa9ef07b65e7dcfcbbfc9df34aa9d68ea16b15a3c1c8",ae4925092571a8c03a787bcbab18c1af13fbc091882f8eafed37dfc36f4dc533,2013-03-08 10:23:42,2023-01-13 18:49:35,external
"CN=K45,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,K45,K45,K45,-2147483640,"CN=B01ROOT,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",K45財政部中區國稅局苗栗分局,K45財政部中區國稅局苗栗分局,K45財政部中區國稅局苗栗分局,K45財政部中區國稅局苗栗分局,K45財政部中區國稅局苗栗分局,K45財政部中區國稅局苗栗分局,"1",a2e5bb91a48e180f6296796331cfc17ac125ce94650525401ac2ec972086f590,"2447b76680b41eea7d47330d368961145453a32b8a1aba1f3fbba0891fcd72e9",2012-02-06 15:28:17,2023-01-13 20:32:39,external
"CN=B585810,OU=B585810,OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B585810,B585810,B585810,-2147483640,"CN=B585800,OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B585810大智稽徵所服務管理股,B585810大智稽徵所服務管理股,B585810大智稽徵所服務管理股,B585810大智稽徵所服務管理股,B585810大智稽徵所服務管理股,B585810大智稽徵所服務管理股,"1","1ff2297582b3d0d3539b9387c165167e4e44cd9c33c83cc202b1c41509a5dba9",b3fceaaea28c79f11d44278d206225fb0472f494d1bbc6466010b2d7b5c3b29d,2013-03-08 10:24:40,2023-01-13 18:49:45,external
"CN=P656505,OU=P656505,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,P656505,P656505,P656505,-2147483640,"CN=P656500,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",P656505虎尾稽徵所徵收股(停用),P656505虎尾稽徵所徵收股(停用),P656505虎尾稽徵所徵收股(停用),P656505虎尾稽徵所徵收股(停用),P656505虎尾稽徵所徵收股(停用),P656505虎尾稽徵所徵收股(停用),"1","377f141c7d77fc09dc78dee6a4064eeb360819a6b23ecb044ac8f5c33eb9efde",e42a941b7ec2a5b482cc02293b07bb3db58ed2dc65f4bb7254e6182f6965da86,2013-03-08 10:09:59,2023-01-13 18:50:30,external
"CN=P656507,OU=P656507,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,P656507,P656507,P656507,-2147483640,"CN=P656500,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",P656507虎尾稽徵所營所遺贈稅股,P656507虎尾稽徵所營所遺贈稅股,P656507虎尾稽徵所營所遺贈稅股,P656507虎尾稽徵所營所遺贈稅股,P656507虎尾稽徵所營所遺贈稅股,P656507虎尾稽徵所營所遺贈稅股,"1","8953005937eb89a7050b2e827d26e5d552b8bbd56556bcabf14e025b3f17d63f","13cd7abde469e856fc4590164d8736b2c432b289bb240bb6be7f5064367ff7b0",2013-03-08 10:10:09,2023-01-13 18:50:31,external
"CN=P656509,OU=P656509,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,P656509,P656509,P656509,-2147483640,"CN=P656500,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",P656509虎尾稽徵所銷售稅股,P656509虎尾稽徵所銷售稅股,P656509虎尾稽徵所銷售稅股,P656509虎尾稽徵所銷售稅股,P656509虎尾稽徵所銷售稅股,P656509虎尾稽徵所銷售稅股,"1","3f9c5076d6314fc0077d9e70fa8890f8f79a4312ef40f7afa92b5cf7095c1b79",b5c123c649092e66df9cad59c8b4f83f83801a82f4783a228703ed3c57bb7167,2013-03-08 10:10:16,2023-01-13 18:50:32,external
"CN=B585803,OU=B585803,OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,B585803,B585803,B585803,-2147483640,"CN=B585800,OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",B585803大智稽徵所服務股(停用),B585803大智稽徵所服務股(停用),B585803大智稽徵所服務股(停用),B585803大智稽徵所服務股(停用),B585803大智稽徵所服務股(停用),B585803大智稽徵所服務股(停用),"1","1875b884a32603166f57814599584d3522b406b1025c73f3ef1d293521e50f45",aed33388065472f9b18b7c1344b38b6b948a43f219e8622c8947a3c541dacb0f,2013-03-08 10:23:35,2023-01-13 18:49:35,external
"CN=P646410,OU=P646410,OU=P646400,OU=P64,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,P646410,P646410,P646410,-2147483640,"CN=P646400,OU=P646400,OU=P64,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",P646410北港稽徵所服務管理股(停用),P646410北港稽徵所服務管理股(停用),P646410北港稽徵所服務管理股(停用),P646410北港稽徵所服務管理股(停用),P646410北港稽徵所服務管理股(停用),P646410北港稽徵所服務管理股(停用),"1","94a84853d99caa483bbe8918703552901da1c6dd5a16f8cfe9451a8390aead23",e178a9458ee095e368f6e24ef70e8f5c03f891fadae30ab3ce15066b969e713a,2013-03-08 10:18:22,2023-01-16 12:09:37,external
"CN=K452F11,OU=K452F11,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,K452F11,K452F11,K452F11,-2147483640,"CN=K454500,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",K452F11苗栗分局綜所稅課,K452F11苗栗分局綜所稅課,K452F11苗栗分局綜所稅課,K452F11苗栗分局綜所稅課,K452F11苗栗分局綜所稅課,K452F11苗栗分局綜所稅課,"1","93ac7fa5ea349af76a7e42de9f6aca15cf4cc3a5f6d6128e1563340519f657a1","721b71e42a941ba39dafd9d93ca66c380922de8559a73a2033bf762144cf8eb6",2013-03-08 10:18:53,2023-01-13 18:47:59,external
"CN=K452H00,OU=K452H00,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,K452H00,K452H00,K452H00,-2147483640,"CN=K454500,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",K452H00苗栗縣分局第三課(停用),K452H00苗栗縣分局第三課(停用),K452H00苗栗縣分局第三課(停用),K452H00苗栗縣分局第三課(停用),K452H00苗栗縣分局第三課(停用),K452H00苗栗縣分局第三課(停用),"1","78deec640e43eebd9dfbc68346355409c5324257ec97098ac80e3be00c748e71",db3a7b33855770ec2b9282cf5f1220d4b1d41d05002db8402408c8b9669f8a4b,2013-03-08 10:13:44,2023-01-13 18:48:01,external
"CN=K452B00,OU=K452B00,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,K452B00,K452B00,K452B00,-2147483640,"CN=K454500,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",K452B00苗栗縣分局服務課(停用),K452B00苗栗縣分局服務課(停用),K452B00苗栗縣分局服務課(停用),K452B00苗栗縣分局服務課(停用),K452B00苗栗縣分局服務課(停用),K452B00苗栗縣分局服務課(停用),"1","58641d9096d7db77c4653d06801a9349ee776a8fccb6f60b165444443329b871","486f0fc66d830d11b5478c47c8762e6eaf07d6f215776983e8776753a1ca55e2",2013-03-08 10:07:34,2023-01-13 18:47:48,external
"CN=K452G08,OU=K452G08,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,K452G08,K452G08,K452G08,-2147483640,"CN=K454500,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",K452G08苗栗縣分局資料課(停用),K452G08苗栗縣分局資料課(停用),K452G08苗栗縣分局資料課(停用),K452G08苗栗縣分局資料課(停用),K452G08苗栗縣分局資料課(停用),K452G08苗栗縣分局資料課(停用),"1","937a2bfc3aff7adbf9ad687d6fc4cc29f12785364c626a059b7b73df00decfc9",b4af0ea14f3548a8f2ece6bade53cb8ef8255f97c10e8e3ffc54ee597dd9f2f2,2013-03-08 10:16:18,2023-01-13 18:48:00,external
"CN=K452H12,OU=K452H12,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,K452H12,K452H12,K452H12,-2147483640,"CN=K454500,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",K452H12苗栗分局銷售稅課,K452H12苗栗分局銷售稅課,K452H12苗栗分局銷售稅課,K452H12苗栗分局銷售稅課,K452H12苗栗分局銷售稅課,K452H12苗栗分局銷售稅課,"1",e9783a4a026086495072bf02657841a083c715240c434994d0d1f9b9bf7c3500,d5cca11638186b33ec7078f3cce59ecf0df4f588a3621d001eed2c0f17daf511,2013-03-08 10:15:18,2023-01-13 18:48:01,external
"CN=K452C00,OU=K452C00,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,K452C00,K452C00,K452C00,-2147483640,"CN=K454500,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",K452C00苗栗縣分局審查課(停用),K452C00苗栗縣分局審查課(停用),K452C00苗栗縣分局審查課(停用),K452C00苗栗縣分局審查課(停用),K452C00苗栗縣分局審查課(停用),K452C00苗栗縣分局審查課(停用),"1","8088f5c40cf3df82928ae8f7f637601695096c44ba1d2665aab7a6e7018e6e48",bb858eaada7e5a288239b20d15ad9816fb9653c177b5c394e04a923ebeea8c3a,2013-03-08 10:04:29,2023-01-13 18:47:50,external
"CN=K452D09,OU=K452D09,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,K452D09,K452D09,K452D09,-2147483640,"CN=K454500,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",K452D09苗栗縣分局徵收課(停用),K452D09苗栗縣分局徵收課(停用),K452D09苗栗縣分局徵收課(停用),K452D09苗栗縣分局徵收課(停用),K452D09苗栗縣分局徵收課(停用),K452D09苗栗縣分局徵收課(停用),"1","658302136c2eb2c878306b9352cb54983c9d6211903dd66c628273ba59852a17",a3fa65a960904395bd374e6e4880f3b997711989ba5da3cff761beff7a8fbaaf,2013-03-08 10:24:44,2023-01-13 18:47:56,external
"CN=K452E10,OU=K452E10,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,K452E10,K452E10,K452E10,-2147483640,"CN=K454500,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",K452E10苗栗分局營所遺贈稅課,K452E10苗栗分局營所遺贈稅課,K452E10苗栗分局營所遺贈稅課,K452E10苗栗分局營所遺贈稅課,K452E10苗栗分局營所遺贈稅課,K452E10苗栗分局營所遺贈稅課,"1","17c85e2f0989dc23d5e41511dfdb01b973b524aa3fab81d80f3e54ea2cfd2907",b37a9d290189da893b4e1c1d3703a85a8fb8e431f7c0a2bdb277d0e2430a2036,2013-03-08 10:22:34,2023-01-13 18:47:58,external
"CN=K452E00,OU=K452E00,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,K452E00,K452E00,K452E00,-2147483640,"CN=K454500,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",K452E00苗栗縣分局第一課(停用),K452E00苗栗縣分局第一課(停用),K452E00苗栗縣分局第一課(停用),K452E00苗栗縣分局第一課(停用),K452E00苗栗縣分局第一課(停用),K452E00苗栗縣分局第一課(停用),"1","4bc77d9648f6c39b8bb850593b3022efd3e72800512ce6dcdbe023dc890f55de",b7fd22c0718010b1090d4c28741036c77cdab581e010fcaea9910241c2be5e99,2013-03-08 10:21:43,2023-01-13 18:47:57,external
"CN=K452J13,OU=K452J13,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,K452J13,K452J13,K452J13,-2147483640,"CN=K454500,OU=K454500,OU=K45,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",K452J13苗栗分局服務管理課,K452J13苗栗分局服務管理課,K452J13苗栗分局服務管理課,K452J13苗栗分局服務管理課,K452J13苗栗分局服務管理課,K452J13苗栗分局服務管理課,"1",ea2df56bb36f1f78e56a9a3837818ecae5bf253814afde2e4b40f580503bf6f5,"151762ba83026989bd5ee2cfc2cc390d9b6b5bc0a6fd2a3e1c6fe4414132c724",2013-03-08 10:09:13,2023-01-13 18:48:03,external
"CN=P656501,OU=P656501,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,P656501,P656501,P656501,-2147483640,"CN=P656500,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",P656501虎尾稽徵所主任室,P656501虎尾稽徵所主任室,P656501虎尾稽徵所主任室,P656501虎尾稽徵所主任室,P656501虎尾稽徵所主任室,P656501虎尾稽徵所主任室,"1","27639d0816b35503a89f517da6f9ceac6ee78a7a1ebbfa1eafacdb04598125f5",e82838f73dd2035846537cde5a0c93c436578dfb5ac713f6cb695d4f33e0db47,2013-03-08 10:09:41,2023-01-13 18:50:27,external
"CN=L502A00,OU=L502A00,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,L502A00,L502A00,L502A00,-2147483640,"CN=L505000,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",L502A00臺中縣分局分局長室,L502A00臺中縣分局分局長室,L502A00臺中縣分局分局長室,L502A00臺中縣分局分局長室,L502A00臺中縣分局分局長室,L502A00臺中縣分局分局長室,"1","9752ef6cbff488a3aa8fee337513904f27e2469ea1ed0ad782aeeecd53241652","6dc841582cfd5ed3b2aeaf766395565f39e47de4621d77fdde6d148144aed6e5",2013-03-08 10:14:16,2019-11-14 16:34:27,external
"CN=L502B06,OU=L502B06,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,L502B06,L502B06,L502B06,-2147483640,"CN=L505000,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",L502B06臺中縣分局服務課(停用),L502B06臺中縣分局服務課(停用),L502B06臺中縣分局服務課(停用),L502B06臺中縣分局服務課(停用),L502B06臺中縣分局服務課(停用),L502B06臺中縣分局服務課(停用),"1","27d502b80a3617e1a2b5afa308ae03fcfd63359e6febd6f24cd15aab058d85b8","21eccd334ee5c9fe1ad59077bbdf2074fcede434b7de3f8c7dbe650dd1813503",2013-03-08 10:11:29,2019-11-14 16:34:27,external
"CN=L502C00,OU=L502C00,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,L502C00,L502C00,L502C00,-2147483640,"CN=L505000,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",L502C00臺中縣分局審查課(停用),L502C00臺中縣分局審查課(停用),L502C00臺中縣分局審查課(停用),L502C00臺中縣分局審查課(停用),L502C00臺中縣分局審查課(停用),L502C00臺中縣分局審查課(停用),"1",c11ae7ad65c72660614b9454308ee7f4fd58709ab67bc09d6d769c0d7f83bb1d,"1e719cead425309616bb97e7fe59228e5cc79ac12a23614762404c3aeda259b8",2013-03-08 10:08:24,2019-11-14 16:34:27,external
"CN=L502B00,OU=L502B00,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,L502B00,L502B00,L502B00,-2147483640,"CN=L505000,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",L502B00臺中縣分局服務課(停用),L502B00臺中縣分局服務課(停用),L502B00臺中縣分局服務課(停用),L502B00臺中縣分局服務課(停用),L502B00臺中縣分局服務課(停用),L502B00臺中縣分局服務課(停用),"1","591da8839bbbe92aff8eee0b8861b291ba14a41fb282276adeeb02b96d6d6bd9",b8b4d5e6a8fe6a3e555a56e448f0ef474376f58233fff7a6351402d54500abcb,2013-03-08 10:11:22,2019-11-14 16:34:27,external
"CN=L502D09,OU=L502D09,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,L502D09,L502D09,L502D09,-2147483640,"CN=L505000,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",L502D09臺中縣分局徵收課(停用),L502D09臺中縣分局徵收課(停用),L502D09臺中縣分局徵收課(停用),L502D09臺中縣分局徵收課(停用),L502D09臺中縣分局徵收課(停用),L502D09臺中縣分局徵收課(停用),"1",d721c1ec4b1876e4d14c764e6e9f437f11243dadaab141ea7d17dee42c01c284,"4d79066f37ffb16d0537e139ede842acd7ea37343b3723f18c49e45ed233a007",2013-03-08 10:06:10,2019-11-14 16:34:28,external
"CN=L502E10,OU=L502E10,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",,L502E10,L502E10,L502E10,-2147483640,"CN=L505000,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=entbca,DC=gov,DC=tw",L502E10臺中縣分局第一課,L502E10臺中縣分局第一課,L502E10臺中縣分局第一課,L502E10臺中縣分局第一課,L502E10臺中縣分局第一課,L502E10臺中縣分局第一課,"1",ded7c9af67e4f66f7f216335b6516fbecbe8ee3b28c2cd88e8525d477efcc522,"39246a330656f16583bb6b5d8c59caf8c583497caa5ee2c94937e4b6e6181486",2013-03-08 10:04:19,2019-11-14 16:34:28,external
