"displayname","ou","dn","objectguid","syncattrs_hash","dn_hash","whencreated","whenchanged","placeholder"
BELN630國有財產署中區分署,BELN630,"OU=BELN630,OU=BELN6,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",ee725fb22e644e87bbc0ee725fb22e64,"861f9545fad6dd704f32b73c3798022a681527bf3cc53d565deea08a54281622","94b53f2d7b69f0357c7e9502343fce61f19110fc56e3bb7e0124631955be5423",2013-10-29 14:46:16,2019-11-14 16:40:55,inner
B011C12營所稅組審查四股,B011C12,"OU=B011C12,OU=B011C00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","3e0946b48b3f49b0a8e53e0946b48b3f","091831f391a5ee8b577ab9b3ee72ebc66a265b0e1bc65245352bbfe47bd8f940","5df86aed9d33c3458629097ccda24bc0ac35be9c467027d9754035ba68438aef",2023-01-01 13:24:45,2023-01-13 18:46:01,inner
B011D03徵收科欠稅清理股(停用),B011D03,"OU=B011D03,OU=B011D00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","1d00691be1e7274cb08ab5bb3b44d651","97d9bfe05c124116cc462fa75c4ef3622b3bdb1840826cf24dcbccbe2b94e678",c12254b8a7220941efd96c39b6d3f11ecb653e0588925e77c53ef019d44b56e4,2012-02-06 15:33:08,2023-01-13 18:46:05,inner
B011D04徵收科執行股(停用),B011D04,"OU=B011D04,OU=B011D00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","510501c4d2a99442913e3c7774725fb4",daeb5b1215c2d312dc004004a462c05aaf4d1740e9a6fac0c45cb0fa62b2b9ba,cf1c1c6212879c7cac057c30b10c6032feb8bf55c99109a8780a1b5742004e74,2012-02-06 15:33:09,2023-01-13 18:46:06,inner
P632M00雲林縣分局人事室(停用),P632M00,"OU=P632M00,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",d31bec5173a74ae499a5d31bec5173a7,ce4eb11ec14b6d1036ee7573e38a2440bda8a04ae8da58bf34ea563926341abe,ae00520c656c326942654230301fb5f3bb4dd73dd993df0d1410c230e96a9569,2013-03-08 10:05:05,2023-01-13 18:48:56,inner
P632N00雲林縣分局政風室(停用),P632N00,"OU=P632N00,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",a3c14d470a12476ebb5fa3c14d470a12,"77645305fb1e2f11a3bbed521dc0c1897fdb4699ae78db5be5dbcd2fba7b9869","5e120d4ea10dc1db9936694315d589aa7e97fb31f3fd97e673752b514653b269",2013-03-08 10:24:47,2023-01-13 18:48:57,inner
P632N04雲林縣分局政風室(停用),P632N04,"OU=P632N04,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","5c63e13ba37845f888c65c63e13ba378","9371204f7dea8702269d85e7aaf048c1cbda8c1a4dac7507f258cafbec741b83","062c687d75bfd8725c6ba1bdea7a99a68f17eb381176905de620ee8236187433",2013-03-08 10:24:54,2023-01-13 18:48:58,inner
B474702東山稽徵所審核員,B474702,"OU=B474702,OU=B474700,OU=B47,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","358a83af43014455856d358a83af4301","12521f009656be3e06febe1f8270e1ae99a524c998557003ed1ae3f30987d027",b75a8572a2c63d2b8b8f5182b8d3f29c02676dcc28e766ae4497620ee05c4409,2013-03-08 10:19:44,2023-01-13 18:48:59,inner
B484806民權稽徵所資料股(停用),B484806,"OU=B484806,OU=B484800,OU=B48,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","5fbd2f0b3e1c43f0b9275fbd2f0b3e1c",be82bab22f125df5e5e9e1a7d519e0b8db5fc44d6f6754bdc826260032eb3475,b55fc3c3ddc86f088d14325aaac4f7173ea45928ca852430c528811708fa4ca1,2013-03-08 10:12:54,2023-01-13 18:49:09,inner
B484808民權稽徵所綜所稅股,B484808,"OU=B484808,OU=B484800,OU=B48,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",b6219da2c1a245089416b6219da2c1a2,"67e2ae3c52685ee9893e4f5aaa938f887d35d240acd4e28b61cfd188f990be87",cb0d8e969f447cc88195915a29b5813207651914b462349b4211401f816a2ab3,2013-03-08 10:13:01,2023-01-13 18:49:10,inner
BELN206賦稅署稽徵行政組,BELN206,"OU=BELN206,OU=BELN2,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","9889d4177dc7452a9c439889d4177dc7","67cb0f45bd245817ba902510ad9e81ab32f60b327bd0bf2bb3e43b17663d8e6b",ae869ca3e301c07a969a243ff8eebfd8bd869499825a18a26682ac93622575a6,2013-01-28 09:34:36,2019-11-14 16:40:04,inner
BELN631國有財產署新竹辦事處,BELN631,"OU=BELN631,OU=BELN6,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","8687be20e88f498a8e038687be20e88f",f3b698a799c137adbb674348da392748ad65be0094b2b7363891cb3ae5d2792a,"6be0cecfa9606d2ed7db04f8a4fab46556e9d4ce6e185558fcc8af3c7d207384",2013-11-20 16:57:08,2019-11-14 16:40:58,inner
B011E01銷售稅組特種消費稅股,B011E01,"OU=B011E01,OU=B011E00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","32ab7851614d1a4cb0e99136eb8b42a0","7371ecf94205a87271cc843b5f2ea6c0d5576dfbe7ebb4fd931a533ede11d6d9",b49a5f4ce28bfc1f777264dc24e25356442c1d710c08adac22137161de8fd212,2012-02-06 15:33:14,2023-01-13 18:46:08,inner
B011E04審查三科查緝二股(停用),B011E04,"OU=B011E04,OU=B011E00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","19c1859f02b1ea4b9ce80b6e540d64c3","37c9571efbc026943fb0b4e83c50a99d197e2ba6ca45df9bc82cc6eea6a1cf42","59934906ae37955808a72a70ac8649342ef00faad4dc7a278618a57f1646ddf9",2012-02-06 15:33:17,2023-01-13 18:46:10,inner
B515102沙鹿稽徵所審核員,B515102,"OU=B515102,OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","54406f4d75af4109b2d054406f4d75af",cc2666b0a2beb9b0e227894b45ceae17afe133264560f0e62592b8d59265ddd1,"88f79464bd5a49ad7308679115335f8287ff2f63ba22a470b8a6ac4a1b3aa000",2013-03-08 10:14:36,2023-01-13 18:49:13,inner
B515104沙鹿稽徵所審查股(停用),B515104,"OU=B515104,OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",cefce22633a04a978df3cefce22633a0,c4b3b0e2398f212cfd24e2002bb6ad890e7eeab71b3de6cf3b1dbf9c713369de,"863e9099b4da2461f4699dd6522b0afd653dca61c4b0f52fc3674c19edb1669f",2013-03-08 10:14:49,2023-01-13 18:49:14,inner
B525203大屯稽徵所服務股(停用),B525203,"OU=B525203,OU=B525200,OU=B52,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",e8f7d725a2c44e43ae42e8f7d725a2c4,ce44fb70a7d1b40519d913f2b2779f04d40eb42007592660cbcbec1f5f7cdb53,f8916ea0f0e5068ec1a9a6022b27a01d41fbb0a01bb54edd0ec260938bf6558e,2013-03-08 10:05:45,2023-01-13 18:49:21,inner
B525205大屯稽徵所徵收股(停用),B525205,"OU=B525205,OU=B525200,OU=B52,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",d2ef00caa64f46c1b8ddd2ef00caa64f,f6f2cf7c3f6df123b562c8d6dfefb4971f928430e1526d60ca98c7ff865f2566,aa3427f800104537fbb271f9a2c4a81abdc182764f991cee8fe3990fa2f47949,2013-03-08 10:06:03,2023-01-13 18:49:22,inner
B525208大屯稽徵所綜所稅股,B525208,"OU=B525208,OU=B525200,OU=B52,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","9a7b8480ab794f6daf109a7b8480ab79","760e0c4ccc1d35a8f78d937b957e0bb10d5e541887953408ac12c1cd25c621d7",cfc0d27c24e6742dae7d3c2360186e8e4cc756c4684454cbe6d877550e53faa4,2013-03-08 10:06:17,2023-01-13 18:49:24,inner
B525209大屯稽徵所銷售稅股,B525209,"OU=B525209,OU=B525200,OU=B52,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",c553ea247ea94de3a9a6c553ea247ea9,"86c90949a1ddbb5d1fca5980862a721ee3497caba3972a5aeb679d020113fa78","47aab100cb95a7164b43cf979cecb64f4ac9d29922e2838d3046132411536e2d",2013-03-08 10:06:20,2023-01-13 18:49:24,inner
B525210大屯稽徵所服務管理股,B525210,"OU=B525210,OU=B525200,OU=B52,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","43e221eb98e1434facd343e221eb98e1","4bf0c2d8515c65a0769e90730ea9bc6243dc706f64fe1e2ddadc9774954f9eb9","9a3aa3f0710e2ec5b775a32694482de699e66f7e6ee5f03a5acc8ecec6b0229e",2013-03-08 10:07:31,2023-01-13 18:49:25,inner
L535306東勢稽徵所資料股(停用),L535306,"OU=L535306,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",eabc2401e41848039be0eabc2401e418,"1467dfbbf46b32b064038646ff0356315f0bbd733706543e776031d206c94b53",fbbc48483bd754db9c47915f2351bd7595227d85a60f1b4ed5f1e15d9fc896cc,2013-03-08 10:04:02,2019-11-14 16:33:13,inner
L535304東勢稽徵所審查股(停用),L535304,"OU=L535304,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",d86379c7284f4e6490aad86379c7284f,"12d2a11ca1572bbe13b6f545a5d6afba00a3d23f859ffd83545a0248afc59b58","287c23fabb815aef444d7f17de92f684c43702f99758cfd062af257e5b1ac9df",2013-03-08 10:03:55,2019-11-14 16:33:13,inner
BELN635國有財產署苗栗辦事處,BELN635,"OU=BELN635,OU=BELN6,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","72afb9bdd78443fca97c72afb9bdd784",f9fce66df096eb111040637e9a7429c1fdf97f4e9f64d7656ee47c8022677141,fc19eb7c502926c04f7748d7096e53a691fb3e19c150b70434d180d260866b8b,2014-12-16 10:58:25,2019-11-14 16:41:25,inner
BELN640國有財產署南區分署,BELN640,"OU=BELN640,OU=BELN6,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","78b050f424404ec3a64478b050f42440",d3c02e12d9ec601f2609f957330318054f3899de60312074a78585a88d81ed96,bdaad77795ae37e6940d6f8538e88ea42547b202e5cf4857b107e08489637d15,2013-10-29 14:46:33,2019-11-14 16:41:30,inner
BELN641國有財產署嘉義辦事處,BELN641,"OU=BELN641,OU=BELN6,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",c63a5fe9721146579e8ec63a5fe97211,"7c1fd4531cf0aea663c2519118d698425354fed633e7bff082fbb6fec87484a0","4093bafad54c64b9bbed7366987ae27b005ac4f532087a0efd3d47f2bf8e8f8b",2013-11-20 17:08:08,2019-11-14 16:41:44,inner
N552F11彰化分局綜所稅課,N552F11,"OU=N552F11,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","64f9c92ed12c474a9b2464f9c92ed12c","9b91084ff65b27a85741a2a3bf0d813633afc87e9b533ddbf5fb2635fc78f801",fc4f57c127ebeee9cfadb0037be34c83360a03cb0b84d32bf10c9d516c26755f,2013-03-08 10:24:27,2023-01-13 18:48:26,inner
N552G00彰化縣分局資料課(停用),N552G00,"OU=N552G00,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","7fa0e3c9eb3540998d587fa0e3c9eb35",ac5747f422caf0bdcc6d76093138ab553b4f3af41d46396eb2e14aace9da197d,"94d900d7c91e464a4c74b6c41c3a77ca047ce9a6e0e567d61c585bb6ce0aa229",2013-03-08 10:19:07,2023-01-13 18:48:27,inner
N552H00彰化縣分局第三課(停用),N552H00,"OU=N552H00,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",dc79033ee41d46fd80b5dc79033ee41d,"40855078476054ff0dcda815af4fd090e157142acb57b4e5de38b46e891b888c","8ade185e67d7477c7d91fad4826dd74decd06a85811c10419aefc70a6164cdf0",2013-03-08 10:16:46,2023-01-13 18:48:28,inner
P632J00雲林縣分局第四課(停用),P632J00,"OU=P632J00,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",e2fe99e603b145f79cf6e2fe99e603b1,"90b9600d87b342ca69e3c5d76411835e3c1acbc64a07446ac313a791a3de488e","227d0b6f46457cb89d8df1fdd05a446fdda46f2b514d53b1038847213916b05c",2013-03-08 10:13:58,2023-01-13 18:48:52,inner
B525207大屯稽徵所營所遺贈稅股,B525207,"OU=B525207,OU=B525200,OU=B52,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","33f4f64f9374481daab633f4f64f9374","2cb01d923eaeddafbb1a9b4ba6e7ff49b4973de83c9b37610591fdd77fc99c3e","74166ba3efe5aeee1bf4e390ddaa77312c139628e0b048b19f12ce3ec011d849",2013-03-08 10:06:14,2023-01-13 18:49:23,inner
B515107沙鹿稽徵所營所遺贈稅股,B515107,"OU=B515107,OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","0a029269bfba40b29f030a029269bfba","4c2d04909c622118dfb50726c1e27728966ef4dd1f21f69ba3948f8def12077c","176e21e1bc0d705233323a5dd93a9c462ac66776e9240d49332d3d013b05e895",2013-03-08 10:15:00,2023-01-13 18:49:17,inner
B515109沙鹿稽徵所銷售稅股,B515109,"OU=B515109,OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","00303aa2b852453a9ec200303aa2b852",ecaaa275459767f786cd384721bef1448380173d7161ef9aaf1f90b45320059a,f26590c2c490dac3256a7b34803bc02109a9536f89ba7e0f13da43c2239b3938,2013-03-08 10:15:15,2023-01-13 18:49:18,inner
L535302東勢稽徵所審核員,L535302,"OU=L535302,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","3325ef2af1114a59aceb3325ef2af111",fa594ba034091e4d870f402ed24813be329f032c922609b5fefb6753212c7044,"55c46ab275659e2c6d1d65fa4f4cfccf51feeda933bcade9715d1734727898dc",2013-03-08 10:03:45,2019-11-14 16:33:13,inner
L535305東勢稽徵所徵收股(停用),L535305,"OU=L535305,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",c5a734a05e3142f8b1dbc5a734a05e31,"80e5cbb2ee038158dc3b31e81c687644f4d9739a61403024bf3892e3219d6db5","19a16e4e8e1c183e17f7f9cb0c6fd28e8dad32028d7e2eb973a338676fef133a",2013-03-08 10:03:58,2019-11-14 16:33:13,inner
L535308東勢稽徵所第二股,L535308,"OU=L535308,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","3ceb660dd3a346f497ba3ceb660dd3a3","70609acd7473e827b4f84ad96a3f625771fd4bd07bde406108b5dae3c930db0a","77f666b1796312b83c8c899d5b721a07e8088b2f7da31501d364632c2bbdf8ba",2013-03-08 10:04:09,2019-11-14 16:33:13,inner
L502A01臺中縣分局分局長室,L502A01,"OU=L502A01,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","7c22060d53f74615b8537c22060d53f7","23b375172a8ea7c0bdfb560e40c54ba5df9d4ac162f88f565a0dcb6c02ca9638","7a36af826e7b63048814fb6ceec6d9fe442324ab8ca687ba049d14609cc0ddf5",2013-03-08 10:14:20,2019-11-14 16:34:27,inner
P632G00雲林縣分局資料課(停用),P632G00,"OU=P632G00,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",e76a02f2832441ea9e70e76a02f28324,d9062f74a3ae03f87e9b7bba535a0dd87bece1af1981b7bee56ebd28d73ee4e9,dbf7c2670e01819afd2209d054d09a31bbfde6f303cdb245afa4657eb670001c,2013-03-08 10:21:46,2023-01-13 18:48:50,inner
P632H00雲林縣分局第三課(停用),P632H00,"OU=P632H00,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",f076f3aaea314938b73af076f3aaea31,"099226aa466e59d598ec86ce6b93d3361ee0c0a1803d289f68826c48f2d3e87b",ddb5316da6911f610365d10541bcd9d8cbb7f3e9f79081f3325a5fdc3dfba9c1,2013-03-08 10:18:12,2023-01-13 18:48:51,inner
P632H12雲林分局銷售稅課,P632H12,"OU=P632H12,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",c3c08909af174281884bc3c08909af17,"42e029d095f89a294e06e28d39d830bd1c1335e0d40565233784c8d98bcdb77f","4f009f30cd45ea7d79ed30ef72b5e5e139d3ff462d4c1554cea30a1eb29aa331",2013-03-08 10:19:14,2023-01-13 18:48:52,inner
B515106沙鹿稽徵所資料股(停用),B515106,"OU=B515106,OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",d5176251e36e4ec0b752d5176251e36e,"831ee1abbb7ef121a1656296afe26a688ca1be37698c1cb5739266a571a852ef","93d36b6b3cedcc29d762ea912d3167884ec0f8caf9269eb5f6aca6392113711c",2013-03-08 10:14:56,2023-01-13 18:49:15,inner
B515105沙鹿稽徵所徵收股(停用),B515105,"OU=B515105,OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","78fcf6b405bc4112a77978fcf6b405bc","89ae19602522c804943c0e08212710c91508dd2e75eaad4375ad64578616383c","9cb8c4fab77aba9afbf294ba8bec3f43badabb915388753192bf2ff1c7129bba",2013-03-08 10:14:53,2023-01-13 18:49:15,inner
B515108沙鹿稽徵所綜所稅股,B515108,"OU=B515108,OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","3a00e06ae37b4e57a28a3a00e06ae37b",e63a3da22a15f4f1ae5544049af4952462b51b9e7ed8af59bdea5698db207f84,e4cd078406adec73a39ca7e771477e2026a0009179487301c4fdf9b1f0642565,2013-03-08 10:15:03,2023-01-13 18:49:17,inner
L525205大屯稽徵所徵收股(停用),L525205,"OU=L525205,OU=B525200,OU=B52,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",f000da2d899b4f43ba43f000da2d899b,ebe273eee9c2f089e78796d7f174156e8e8bbeb5f4cf58b84bca99fbeb5424a9,"6849b8c5fd9fc7c438fcdedeb0622fcce3fe1da57967180a9c5e3faa557658ce",2013-03-08 10:12:08,2019-11-14 16:33:03,inner
BELN210賦稅署中部辦公室,BELN210,"OU=BELN210,OU=BELN2,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","7a73b5a98c2f4850ae6b7a73b5a98c2f",f5ba632a3072e64afa27534b3080eb747bc98bf184a36b2986bdb15178f4a31d,"0b79ab1c71cd21af6880b678da442d7340cdf8d26e8fd7d3c4108538a0b1b8e5",2013-01-28 09:34:47,2019-11-14 16:40:05,inner
BELN301關務署關務查緝組,BELN301,"OU=BELN301,OU=BELN3,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",cfeb75ec431f4ac084b7cfeb75ec431f,"1ffe253c726bb5d87189324b0a5553843233446ce8a2f11e9c9b54d2f5cbc0f0","870ca9c5d8b2607128cb36d22ba6c2c7a3e9db0723c310b312369b204dc60ef5",2013-01-28 09:35:01,2019-11-14 16:40:09,inner
BELN340高雄關,BELN340,"OU=BELN340,OU=BELN3,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",bbc3f971ac924e4588c8bbc3f971ac92,fe51a64b4de567bb3d732de10b03d0b8a20e57828211d4db5d126ac36a220b6c,"8e42fbcc8f670090899ce11cb1f1a5928d7ee1994bbe96550d5fdfeb6f82615d",2013-01-28 09:35:19,2019-11-14 16:40:13,inner
BELN320臺北關,BELN320,"OU=BELN320,OU=BELN3,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","12d35a9a320a4e49b68812d35a9a320a","94c750136b04e4b06d0b06741f140523ffd0ff7c44a51a3200a4eff9b0c90ec1","341d5abef5eb01df596b79c86ea43f433c9aaaec305c780e5290ff8c9f86e5d5",2013-01-28 09:35:09,2019-11-14 16:40:13,inner
BELN402統計處第二科,BELN402,"OU=BELN402,OU=BELN4,OU=BELROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",f4590f156ac54b0181a1f4590f156ac5,"2de4d5ab2d059567d82fd819712d1c7a09497e4752c06bda73eea072e3e2b16f","7eb33c8d9b7cb38d479bc372acc484e767e055cae2a876c079ea8c44cbe1a625",2013-01-28 09:35:29,2019-11-14 16:40:14,inner
B011H02法務科管制股(停用),B011H02,"OU=B011H02,OU=B011H00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","92c80bf14f18834e8d2fd675ea937582",c2ae0688f94ea440f61e6a278fe12a682f7f7fae60b3712f9a5935481cf27e94,"8df50c7910c56ec236c743bc8b63b166d4b55c6d6eeab579a79d97b9855cbac2",2012-02-06 15:33:33,2023-01-13 18:46:28,inner
N552D09彰化縣分局徵收課(停用),N552D09,"OU=N552D09,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","81f572df53c04df28d0781f572df53c0","4c91bcaa1a7ba4284f9b0acbcb86a4d09e0b237a57ad5f0a371d985947053ed0","408075785b9aeb26fed10f68682953c07d8540bd280cb2e1d5f46a5ecbffc716",2013-03-08 10:06:40,2023-01-13 18:48:40,inner
N552E10彰化分局營所遺贈稅課,N552E10,"OU=N552E10,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",e698a4dccf894f2581b7e698a4dccf89,"9c8d5a1cacd7bc3b99e24f4b6947b34d84ca0412df6a6fa49c94881aec56eb02",e1d472ba72d0618586c766b4b721b845b8f6b69b32e18144b015076f168efc05,2013-03-08 10:04:36,2023-01-13 18:48:41,inner
N552E00彰化縣分局第一課(停用),N552E00,"OU=N552E00,OU=N555500,OU=N55,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","21a2eb73b7a94abf9e0421a2eb73b7a9","507a10cb8dc1ed53bfff5839bb53fc474b12842f1c03133e38c6d53e445de45a","0efc045684ddc9819faaf47f3e6a2b067ced87df7603d4a9603d4190ed5fac09",2013-03-08 10:03:24,2023-01-13 18:48:41,inner
P632F00雲林縣分局第二課(停用),P632F00,"OU=P632F00,OU=P636300,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",f81ed1afb63647bc89b6f81ed1afb636,db5247108a8fc4d220f79fc6cfef89dcc7bb694148ba8f3237b60e855a254b1b,"90925f2455e4bd484e28b7c628af833e7051dacde65d3754c649c8f9901cbb96",2013-03-08 10:24:23,2023-01-13 18:48:49,inner
L502D09臺中縣分局徵收課(停用),L502D09,"OU=L502D09,OU=L505000,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",e1fd9b78f6b34bb68a02e1fd9b78f6b3,de5bc99beba46c7c15b914e4d9eb83a8e3c0e869204d0edd98f93234e8a21255,c6a0fa48606223b0b366dbd07f791ad5a1d8a5ac5108e8c4baea753a68db0441,2013-03-08 10:06:10,2019-11-14 16:34:28,inner
B011H03法務科行政救濟一股(停用),B011H03,"OU=B011H03,OU=B011H00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",bdddf0586746e644a663f317cf08d1a2,ef9a8e989e626dbbc62fd2f67a29d796da290269a44710a4cb32219aa5e23f80,f4e004c1e302e5700f9c1a64f40412fdc0b713a1773505b0bee86171b4fa7b9e,2012-02-06 15:33:34,2023-01-13 18:46:28,inner
B515110沙鹿稽徵所服務管理股,B515110,"OU=B515110,OU=B515100,OU=B51,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","20775e98beb54ad8a96720775e98beb5","1899b8f2447a4b0c9df03d1bc70a0025ead2610ab90ff069f996d6da039dc32d","176422fa2199ee48b91b27b4131c934f1f6a4638f34df96fefbd0d2ec797cf32",2013-03-08 10:15:43,2023-01-13 18:49:18,inner
B525202大屯稽徵所審核員,B525202,"OU=B525202,OU=B525200,OU=B52,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","5a71475e673144afb54c5a71475e6731",e219c73a378c6d892a4ddaf58071feed3abdcc6be97b39afaef9a340c5cd3c10,"56f268996a22bfaf685ff5027629a3c0374d2877e4f168570b94c77ffbd25bb8",2013-03-08 10:05:39,2023-01-13 18:49:20,inner
B525201大屯稽徵所主任室,B525201,"OU=B525201,OU=B525200,OU=B52,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","93c7e2ac77054fe9a1cc93c7e2ac7705","80f6ccd9bc17a580b1addd3f0b0943478d040bea5ae4759438d0c9383122e9d6",b0c03824c248d4c1e28de8d4b72b5d9b7ba5dd971d3f0b9f811bfb8224c5c2e8,2013-03-08 10:05:35,2023-01-13 18:49:20,inner
B525204大屯稽徵所審查股(停用),B525204,"OU=B525204,OU=B525200,OU=B52,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","5af7dd693fc14ab4b1a65af7dd693fc1","0a354d18e759a2e1cba50784a0c29d75441f1c8fc9338dd687592b1d52dfe52f","5c2348095d55fe11ed67d34fa929b589fc30db7934f0db66889198351af3be01",2013-03-08 10:05:57,2023-01-13 18:49:21,inner
B535303東勢稽徵所服務股(停用),B535303,"OU=B535303,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",db72259564a84715b419db72259564a8,e2b1d4e454d0f17d1a35c5e7124901c3f2be83c4d458a2ca204692bcd23ebabc,"88bd83aba01d0199871b4123bb011b924b7d8f0f38d6f79da9ae64ea20f3ebad",2013-03-08 10:19:00,2023-01-13 18:49:28,inner
B535305東勢稽徵所徵收股(停用),B535305,"OU=B535305,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","61f5397d1fd748f1b08061f5397d1fd7",f1c1495e4b2a28fe67bafa75cfd164028acdeab693911823789de3908fdbd013,"197eb5d94d41f8bb0a90d6155f6d9bdfce3afcb35b91c8b71ae3c996bf543430",2013-03-08 10:19:10,2023-01-13 18:49:29,inner
B535306東勢稽徵所資料股(停用),B535306,"OU=B535306,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","2e8457ed4fd94bf2b71f2e8457ed4fd9","1b65fb773ee16b57532948de6837f253b2bb62cb193da7fd5e0226f10f80e20c",c376184bcf34843db3d892ce426f99f927fdba614358e9fd30fc860eb9f62daa,2013-03-08 10:19:17,2023-01-13 18:49:30,inner
M616107竹山稽徵所營所遺贈稅股,M616107,"OU=M616107,OU=M616100,OU=M61,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw","642c4326d1bc4379aaf1642c4326d1bc",e357ccd447669cc20eae5b0d795fae8af30629ad55b3d1f062b7ed7115642538,"0bc70eba01e7f90076ab1e9ca949e31338aebc3ec1672fb07ee7ff2a5765e72e",2013-03-08 10:23:25,2023-01-13 18:50:03,inner
