"dn","objectguid","cn","samaccountname","name","grouptype","memberof","extensionattribute10","extensionattribute11","extensionattribute12","extensionattribute13","extensionattribute14","extensionattribute15","mail_enabled","syncattrs_hash","dn_hash","whencreated","whenchanged","placeholder"
"CN=B011T06,OU=B011T06,OU=B011T00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,B011T06,B011T06,B011T06,-2147483640,"CN=B011T00,OU=B011T00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B011T06法務一科審核員組(停用),B011T06法務一科審核員組(停用),B011T06法務一科審核員組(停用),B011T06法務一科審核員組(停用),B011T06法務一科審核員組(停用),B011T06法務一科審核員組(停用),"1",b06568f117f62156c2a413aa8cebc328f5ff112e85e5586ce7374bbbeee099d6,"506a0c93d0d7e46a994470d779c03a581249fb48b3834a0b93015b8d7b836fc7",2012-07-03 10:50:28,2023-01-15 13:23:47,inner
"CN=P646408,OU=P646408,OU=P646400,OU=P64,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P646408,P646408,P646408,-2147483640,"CN=P646400,OU=P646400,OU=P64,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P646408北港稽徵所服務管理股,P646408北港稽徵所服務管理股,P646408北港稽徵所服務管理股,P646408北港稽徵所服務管理股,P646408北港稽徵所服務管理股,P646408北港稽徵所服務管理股,"1","4d493bcb8ba583c724145748bf0e4836c47288bb958cf829e3a3ffffea565e2e",cc5aec4dd7f632875eebecc8ef47162c58d497e37a8b492611b24cd7ed33d026,2013-03-08 10:17:32,2023-01-16 10:27:38,inner
"CN=P656501,OU=P656501,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P656501,P656501,P656501,-2147483640,"CN=P656500,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P656501虎尾稽徵所主任室,P656501虎尾稽徵所主任室,P656501虎尾稽徵所主任室,P656501虎尾稽徵所主任室,P656501虎尾稽徵所主任室,P656501虎尾稽徵所主任室,"1","3a417cf2b1fbd33d34e05816c7203ab1989c2b66422132b56d82d56a904821d1",ac81c337724692c9e7364b8a1050d6e2ad90d1d35e6b8fe4ef493a5e63cbaba4,2013-03-08 10:09:41,2023-01-13 18:50:27,inner
"CN=P656503,OU=P656503,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P656503,P656503,P656503,-2147483640,"CN=P656500,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P656503虎尾稽徵所服務股(停用),P656503虎尾稽徵所服務股(停用),P656503虎尾稽徵所服務股(停用),P656503虎尾稽徵所服務股(停用),P656503虎尾稽徵所服務股(停用),P656503虎尾稽徵所服務股(停用),"1","261088b11ed1872e2318b23654d23034e0a57ca3fbdcb2fcf73d6785ff8894fe",d7fabb38ade7113b3a98b38fce8b318ce2696a4c76296beed5666e9af877cce1,2013-03-08 10:09:49,2023-01-13 18:50:28,inner
"CN=P656502,OU=P656502,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P656502,P656502,P656502,-2147483640,"CN=P656500,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P656502虎尾稽徵所審核員,P656502虎尾稽徵所審核員,P656502虎尾稽徵所審核員,P656502虎尾稽徵所審核員,P656502虎尾稽徵所審核員,P656502虎尾稽徵所審核員,"1",c5e43f1b00d7c0a2c10e4c8396d4817891bd435aef4d7be88c3b963c870c70ad,"4e51bfae9fe3d61e410de06006a2b30e283073cff4c9df276e0a208273c84256",2013-03-08 10:09:45,2023-01-13 18:50:28,inner
"CN=P656504,OU=P656504,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P656504,P656504,P656504,-2147483640,"CN=P656500,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P656504虎尾稽徵所審查股(停用),P656504虎尾稽徵所審查股(停用),P656504虎尾稽徵所審查股(停用),P656504虎尾稽徵所審查股(停用),P656504虎尾稽徵所審查股(停用),P656504虎尾稽徵所審查股(停用),"1",b2a2e033c86e197c7e7a0b47d967af8894d11aa26dd4e31e79462ecd47f0795b,"4d5146915196981152190cedf900a3a674bb91ed387fc9d438dd4f0afed292c1",2013-03-08 10:09:56,2023-01-13 18:50:29,inner
"CN=P656506,OU=P656506,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P656506,P656506,P656506,-2147483640,"CN=P656500,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P656506虎尾稽徵所資料股(停用),P656506虎尾稽徵所資料股(停用),P656506虎尾稽徵所資料股(停用),P656506虎尾稽徵所資料股(停用),P656506虎尾稽徵所資料股(停用),P656506虎尾稽徵所資料股(停用),"1","2326ed9a30bf30c43804a1d6148d24f0a9aded35271007313679898f922655d2",e99d36e31b4493d45c107817fd219d2af317558cc734efbc25f29086b74eca38,2013-03-08 10:10:05,2023-01-13 18:50:30,inner
"CN=P656508,OU=P656508,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P656508,P656508,P656508,-2147483640,"CN=P656500,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P656508虎尾稽徵所綜所稅股,P656508虎尾稽徵所綜所稅股,P656508虎尾稽徵所綜所稅股,P656508虎尾稽徵所綜所稅股,P656508虎尾稽徵所綜所稅股,P656508虎尾稽徵所綜所稅股,"1","00a42fb5b15c0d74ed23a3fbdec59443216883230b91100e70fc661f2b70d07c",fc736b022f12fdf9ee7d0c0bae161094fced310fda44ecd226bba990461e3a28,2013-03-08 10:10:12,2023-01-13 18:50:32,inner
"CN=N575704,OU=N575704,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,N575704,N575704,N575704,-2147483640,"CN=N575700,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",N575704北斗稽徵所審查股(停用),N575704北斗稽徵所審查股(停用),N575704北斗稽徵所審查股(停用),N575704北斗稽徵所審查股(停用),N575704北斗稽徵所審查股(停用),N575704北斗稽徵所審查股(停用),"1","6acfc552fb0e471cdc77d8df6741a6bd1e7c5cc2b4a0d6f36bc79a7afbd9848f","8bd874e7a88f479221a11b00c47d6da118dd2ae65b134aa257216aac91d333a8",2013-03-08 10:20:51,2023-01-13 18:50:16,inner
"CN=N575707,OU=N575707,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,N575707,N575707,N575707,-2147483640,"CN=N575700,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",N575707北斗稽徵所營所遺贈稅股,N575707北斗稽徵所營所遺贈稅股,N575707北斗稽徵所營所遺贈稅股,N575707北斗稽徵所營所遺贈稅股,N575707北斗稽徵所營所遺贈稅股,N575707北斗稽徵所營所遺贈稅股,"1","6623b21f5fa0f3b6438733b7477533ff76df453bd2c30c70fcb89384a6f16815","6d2589caf8226acfa296e002d59054d27f9b4503fb77bb6bb2d7d1cea9390dc2",2013-03-08 10:21:15,2023-01-13 18:50:17,inner
"CN=N575706,OU=N575706,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,N575706,N575706,N575706,-2147483640,"CN=N575700,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",N575706北斗稽徵所資料股(停用),N575706北斗稽徵所資料股(停用),N575706北斗稽徵所資料股(停用),N575706北斗稽徵所資料股(停用),N575706北斗稽徵所資料股(停用),N575706北斗稽徵所資料股(停用),"1",c1e091b82725c9f4264a624c22bb4810b09ba28c3478ce94f95291ed222a0fd7,"89908a63ca5cb37638799746bdc27f85dab497d5c175edc1e91b7fbd4ea0bc8a",2013-03-08 10:21:08,2023-01-13 18:50:17,inner
"CN=P656510,OU=P656510,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P656510,P656510,P656510,-2147483640,"CN=P656500,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P656510虎尾稽徵所服務管理股,P656510虎尾稽徵所服務管理股,P656510虎尾稽徵所服務管理股,P656510虎尾稽徵所服務管理股,P656510虎尾稽徵所服務管理股,P656510虎尾稽徵所服務管理股,"1","4ed25e3a5a058fe4dbd1f54d5005545cf4046533749d1459b72c84681bd038f5",bf2ea4955856c96a19984bb9dbdcc9d75d6384be6cff6833384f0f75427d1b31,2013-03-08 10:11:15,2023-01-13 18:50:33,inner
"CN=B49,OU=B49,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,B49,B49,B49,-2147483640,"CN=B01ROOT,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B49財政部中區國稅局臺中分局,B49財政部中區國稅局臺中分局,B49財政部中區國稅局臺中分局,B49財政部中區國稅局臺中分局,B49財政部中區國稅局臺中分局,B49財政部中區國稅局臺中分局,"1","35d579daaebe1929e059a6f0e5daf18f8997d868b0692dff7bd5815f91270a3a","301832d43e69084156d22fd862a4b7530cb53906d1a78ae5b3322a9f713cfb48",2012-02-06 15:28:11,2023-01-13 20:32:37,inner
"CN=L50,OU=L50,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,L50,L50,L50,-2147483640,"CN=B01ROOT,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",L50財政部臺灣省中區國稅局臺中縣分局,L50財政部臺灣省中區國稅局臺中縣分局,L50財政部臺灣省中區國稅局臺中縣分局,L50財政部臺灣省中區國稅局臺中縣分局,L50財政部臺灣省中區國稅局臺中縣分局,L50財政部臺灣省中區國稅局臺中縣分局,"1","42e574d24733fb9991b164f6dc039141628983b12c8b311af279e3f33b1085fa","896205aec7d23ce13f4d87cd65b118ddf1152bb6f7e5437011b307b558608f86",2012-02-06 15:28:19,2023-01-13 20:32:39,inner
"CN=P656505,OU=P656505,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P656505,P656505,P656505,-2147483640,"CN=P656500,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P656505虎尾稽徵所徵收股(停用),P656505虎尾稽徵所徵收股(停用),P656505虎尾稽徵所徵收股(停用),P656505虎尾稽徵所徵收股(停用),P656505虎尾稽徵所徵收股(停用),P656505虎尾稽徵所徵收股(停用),"1","10abb82efbac5ed5c4159eed52f879feb30940559abefa237508ac376b9e8c39","64783436bdb8565f7535ca24f2089991a44e3a2ebb59415f7ad5886284f3ef34",2013-03-08 10:09:59,2023-01-13 18:50:30,inner
"CN=B01,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,B01,B01,B01,-2147483640,"CN=B01ROOT,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B01財政部中區國稅局,B01財政部中區國稅局,B01財政部中區國稅局,B01財政部中區國稅局,B01財政部中區國稅局,B01財政部中區國稅局,"1",fcc4adf04efe0635918e8fb34a896e17179c4882c7f8a3cfd028c4cfdcf436c8,"87dc9a781ffd4a8b263e8b07479a199bd16f4ddd06f94222aabc739bba1bb964",2012-02-06 15:28:08,2023-01-13 20:32:37,inner
"CN=B47,OU=B47,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,B47,B47,B47,-2147483640,"CN=B01ROOT,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B47財政部中區國稅局東山稽徵所,B47財政部中區國稅局東山稽徵所,B47財政部中區國稅局東山稽徵所,B47財政部中區國稅局東山稽徵所,B47財政部中區國稅局東山稽徵所,B47財政部中區國稅局東山稽徵所,"1","9f11789053eceb391f2b859a1f38e14e3201adaeea3ff2332a08c7cc40e798d5","9e95755698d8f3a46a0963161af315dbac6e2166bb34c9b2932b160541176fc1",2012-02-06 15:28:09,2023-01-13 20:32:43,inner
"CN=B48,OU=B48,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,B48,B48,B48,-2147483640,"CN=B01ROOT,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B48財政部中區國稅局民權稽徵所,B48財政部中區國稅局民權稽徵所,B48財政部中區國稅局民權稽徵所,B48財政部中區國稅局民權稽徵所,B48財政部中區國稅局民權稽徵所,B48財政部中區國稅局民權稽徵所,"1","9a47fd9a635dde5e181b7b7a512892c6614ec1380034d8aa2031c96a339abe30",b4ce613bfbc0c6ed1e11f3c72259886f59a6e496097105b1a35818ccc0eeebaf,2012-02-06 15:28:10,2023-01-13 20:32:43,inner
"CN=P646407,OU=P646407,OU=P646400,OU=P64,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P646407,P646407,P646407,-2147483640,"CN=P646400,OU=P646400,OU=P64,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P646407北港稽徵所營所遺贈稅股,P646407北港稽徵所營所遺贈稅股,P646407北港稽徵所營所遺贈稅股,P646407北港稽徵所營所遺贈稅股,P646407北港稽徵所營所遺贈稅股,P646407北港稽徵所營所遺贈稅股,"1","63482f86b77c3250667f486ba5159309a6392cb7d723f160ba79f86a2bd1f5b1",bdfe7fbc8a0c11b6c0395a7450c2c5a5cf6e9452a775a84c6da9ac15a2ba6152,2013-03-08 10:17:27,2023-01-13 18:50:24,inner
"CN=K45,OU=K45,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,K45,K45,K45,-2147483640,"CN=B01ROOT,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",K45財政部中區國稅局苗栗分局,K45財政部中區國稅局苗栗分局,K45財政部中區國稅局苗栗分局,K45財政部中區國稅局苗栗分局,K45財政部中區國稅局苗栗分局,K45財政部中區國稅局苗栗分局,"1","6d78f9dd04e2d2c5fbb845fc033cce0a6ab423f11797604908b017d10cd69b57","924e35b5276d6f7d7a9b53b643830e55e644593f18de56b936652189adbb10c6",2012-02-06 15:28:17,2023-01-13 20:32:39,inner
"CN=P646406,OU=P646406,OU=P646400,OU=P64,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P646406,P646406,P646406,-2147483640,"CN=P646400,OU=P646400,OU=P64,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P646406北港稽徵所資料股(停用),P646406北港稽徵所資料股(停用),P646406北港稽徵所資料股(停用),P646406北港稽徵所資料股(停用),P646406北港稽徵所資料股(停用),P646406北港稽徵所資料股(停用),"1","2576e2886f03c0305e33e184efa2bb98d0c16a2f2a27a1d4c5e55d1921288ec4","798f84c9493fb9a88a07d65ba375eebb3309566ed37fd5aa1103d9777c17cbde",2013-03-08 10:17:24,2023-01-13 18:50:24,inner
"CN=P646409,OU=P646409,OU=P646400,OU=P64,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P646409,P646409,P646409,-2147483640,"CN=P646400,OU=P646400,OU=P64,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P646409北港稽徵所銷售稅股,P646409北港稽徵所銷售稅股,P646409北港稽徵所銷售稅股,P646409北港稽徵所銷售稅股,P646409北港稽徵所銷售稅股,P646409北港稽徵所銷售稅股,"1","921a23fa86fb5dab49ef87b8bd2536887e8ad0395a5793faed79e150577366ca","7a09302f7449b2abb89250da4638bab40d61a6b72faa061dccce533a0f2a45cd",2013-03-08 10:17:35,2023-01-13 18:50:25,inner
"CN=B53,OU=B53,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,B53,B53,B53,-2147483640,"CN=B01ROOT,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B53財政部中區國稅局東勢稽徵所,B53財政部中區國稅局東勢稽徵所,B53財政部中區國稅局東勢稽徵所,B53財政部中區國稅局東勢稽徵所,B53財政部中區國稅局東勢稽徵所,B53財政部中區國稅局東勢稽徵所,"1","5607e01623c349b3db08792ab1ecc0e62ef7c4266f485b4285295ce038143cf3","14f3a5efb1be9cdd4dcbab79b2aac4029b950bb03d30276ab5220f34bb1af773",2012-02-06 15:28:15,2023-01-13 20:32:45,inner
"CN=L53,OU=L53,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,L53,L53,L53,-2147483640,"CN=B01ROOT,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",L53財政部臺灣省中區國稅局東勢稽徵所,L53財政部臺灣省中區國稅局東勢稽徵所,L53財政部臺灣省中區國稅局東勢稽徵所,L53財政部臺灣省中區國稅局東勢稽徵所,L53財政部臺灣省中區國稅局東勢稽徵所,L53財政部臺灣省中區國稅局東勢稽徵所,"1",c3bad736c8c20461874db761f4e9d4be2e99ab69960f789553bf09c45e3cd290,bcf487ec5308b3091fdf74e96ed4a8c15078e655e94444da64fb107ce1a14c29,2012-02-06 15:28:22,2023-01-13 20:32:48,inner
"CN=L52,OU=L52,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,L52,L52,L52,-2147483640,"CN=B01ROOT,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",L52財政部臺灣省中區國稅局大屯稽徵所,L52財政部臺灣省中區國稅局大屯稽徵所,L52財政部臺灣省中區國稅局大屯稽徵所,L52財政部臺灣省中區國稅局大屯稽徵所,L52財政部臺灣省中區國稅局大屯稽徵所,L52財政部臺灣省中區國稅局大屯稽徵所,"1",bfa285687694cf563227a4ad7c870adfa194518ac7c08269de1072daa8a09d3b,ab89699739cb51f968c14435ad8851646abf373b7b1ebe689f6a948fbd27c304,2012-02-06 15:28:21,2023-01-13 20:32:48,inner
"CN=M60,OU=M60,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,M60,M60,M60,-2147483640,"CN=B01ROOT,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",M60財政部中區國稅局埔里稽徵所,M60財政部中區國稅局埔里稽徵所,M60財政部中區國稅局埔里稽徵所,M60財政部中區國稅局埔里稽徵所,M60財政部中區國稅局埔里稽徵所,M60財政部中區國稅局埔里稽徵所,"1","4cc0bd62f1ca5fbe5ddd2084a836a28eab1ab6d2f36daca50bb5712c75209903",f7340422cb42220b07c0e3e81e9fe9be85a65359d4fb276d3eb0d7546949937f,2012-02-06 15:28:24,2023-01-13 20:32:49,inner
"CN=P656507,OU=P656507,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P656507,P656507,P656507,-2147483640,"CN=P656500,OU=P656500,OU=P65,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P656507虎尾稽徵所營所遺贈稅股,P656507虎尾稽徵所營所遺贈稅股,P656507虎尾稽徵所營所遺贈稅股,P656507虎尾稽徵所營所遺贈稅股,P656507虎尾稽徵所營所遺贈稅股,P656507虎尾稽徵所營所遺贈稅股,"1",ca9f556d9eb40a190cd3dacdabbe4814100f54099c23dcf813e8e7ef831dc09d,c21ca02f0b07ba824e892c7f42d6d823c61a9b03d8ad3ccbba4404d6aba22599,2013-03-08 10:10:09,2023-01-13 18:50:31,inner
"CN=N55,OU=N55,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,N55,N55,N55,-2147483640,"CN=B01ROOT,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",N55財政部中區國稅局彰化分局,N55財政部中區國稅局彰化分局,N55財政部中區國稅局彰化分局,N55財政部中區國稅局彰化分局,N55財政部中區國稅局彰化分局,N55財政部中區國稅局彰化分局,"1","4ea7b0163edf0acefcb819c873e132f2fcc671977b4cd62a88da201911638821","676129ef9b1d3491561ce1ca2b0d43c7c3945dd478d1b02e6863680155f0e498",2012-02-06 15:28:26,2023-01-13 20:32:40,inner
"CN=P63,OU=P63,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P63,P63,P63,-2147483640,"CN=B01ROOT,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P63財政部中區國稅局雲林分局,P63財政部中區國稅局雲林分局,P63財政部中區國稅局雲林分局,P63財政部中區國稅局雲林分局,P63財政部中區國稅局雲林分局,P63財政部中區國稅局雲林分局,"1","6aef1b89269cc431cb6bc972344ea13b17bdaf1c79672159b438a021d53b59b0","9712525e4189f94af77770c80206bce825113faced21ffff40cb5130c3b2e9b8",2012-02-06 15:28:29,2023-01-13 20:32:41,inner
"CN=N56,OU=N56,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,N56,N56,N56,-2147483640,"CN=B01ROOT,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",N56財政部中區國稅局員林稽徵所,N56財政部中區國稅局員林稽徵所,N56財政部中區國稅局員林稽徵所,N56財政部中區國稅局員林稽徵所,N56財政部中區國稅局員林稽徵所,N56財政部中區國稅局員林稽徵所,"1","9f45d95ac8e1c95f27d89bee6cd757bf592328696fa4d7ff08791f4ed8e9057c","1c54cafeabefacfaee1b050bb0c81055083e3c8959d4b26ab04f462a1c124d4c",2012-02-06 15:28:27,2023-01-13 20:32:56,inner
"CN=N57,OU=N57,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,N57,N57,N57,-2147483640,"CN=B01ROOT,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",N57財政部中區國稅局北斗稽徵所,N57財政部中區國稅局北斗稽徵所,N57財政部中區國稅局北斗稽徵所,N57財政部中區國稅局北斗稽徵所,N57財政部中區國稅局北斗稽徵所,N57財政部中區國稅局北斗稽徵所,"1","39fa97dc6d48c61ccf834b0c3d1f401555df98e801dc0eac8a664a70cd4271b8","5f2413a825398ed9b8b821dd7f614bd5630396691a4c8a3e2f8387cddee6a060",2012-02-06 15:28:28,2023-01-13 20:32:57,inner
"CN=P64,OU=P64,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,P64,P64,P64,-2147483640,"CN=B01ROOT,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",P64財政部中區國稅局北港稽徵所,P64財政部中區國稅局北港稽徵所,P64財政部中區國稅局北港稽徵所,P64財政部中區國稅局北港稽徵所,P64財政部中區國稅局北港稽徵所,P64財政部中區國稅局北港稽徵所,"1","5c4ed69c67951a2a42a9193245d8cd6754d4bf6fe4e09569713a66f92f98902c","219f3af9627e9acab57c61903f9cb4349f54ba4744faaabcd6fb48db78933826",2012-02-06 15:28:30,2023-01-13 20:32:57,inner
"CN=B011B00,OU=B011B00,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,B011B00,B011B00,B011B00,-2147483640,"CN=B01,OU=B01,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B011B00服務科,B011B00服務科,B011B00服務科,B011B00服務科,B011B00服務科,B011B00服務科,"1","62a06190d68840b63c814fdc146fa701edd9cf667875e5766fa5b68ffbc45560","666186468fc2890326a690cb05ebd251ca0dae6c5373750ab5d3b9c1e3dedeb7",2012-02-06 15:32:47,2023-01-13 20:33:02,inner
"CN=B535300,OU=B535300,OU=B53,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,B535300,B535300,B535300,-2147483640,"CN=B53,OU=B53,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B535300東勢稽徵所,B535300東勢稽徵所,B535300東勢稽徵所,B535300東勢稽徵所,B535300東勢稽徵所,B535300東勢稽徵所,"1","59773945e7aa70c9d5f3adf88fbbd17049a80c2f89320a38acab4c916239cfd9",a0184de1a854b89eaeee8414ca424ab4e220a6ac64b734bf3e03e7bb0d7c8699,2012-02-06 15:30:20,2023-01-13 20:33:28,inner
"CN=B585800,OU=B585800,OU=B58,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,B585800,B585800,B585800,-2147483640,"CN=B58,OU=B58,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",B585800大智稽徵所,B585800大智稽徵所,B585800大智稽徵所,B585800大智稽徵所,B585800大智稽徵所,B585800大智稽徵所,"1",c43a0eaa2fc70c468f8aaf14d70ed924c0d11a28bd06b3dffa358a9d5e3dea94,"223758cb060132b2d36505ef865be1ff0acdd78d65e074e146b4302f249f484e",2012-02-06 15:30:31,2023-01-13 20:33:28,inner
"CN=K464600,OU=K464600,OU=K46,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,K464600,K464600,K464600,-2147483640,"CN=K46,OU=K46,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",K464600竹南稽徵所,K464600竹南稽徵所,K464600竹南稽徵所,K464600竹南稽徵所,K464600竹南稽徵所,K464600竹南稽徵所,"1","94747c98dc0558a640333786778de501ef57ea8f9b917062c4365bff18513c8e","1807772f904d2805c1e66943e6b385b69e710f2c920d3cfdbf5aa0892ff1cf48",2012-02-06 15:31:14,2023-01-13 20:33:29,inner
"CN=M606000,OU=M606000,OU=M60,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,M606000,M606000,M606000,-2147483640,"CN=M60,OU=M60,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",M606000埔里稽徵所,M606000埔里稽徵所,M606000埔里稽徵所,M606000埔里稽徵所,M606000埔里稽徵所,M606000埔里稽徵所,"1","68edb4a9e6d593dd701708be2ab7aa43ed1005726537490ece109bc222f4da42","76fdb74463fff1725539e2a4cd81428a77f12d5f12109fd9d108e423b2fb7177",2012-02-06 15:36:37,2023-01-13 20:33:30,inner
"CN=N565600,OU=N565600,OU=N56,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,N565600,N565600,N565600,-2147483640,"CN=N56,OU=N56,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",N565600員林稽徵所,N565600員林稽徵所,N565600員林稽徵所,N565600員林稽徵所,N565600員林稽徵所,N565600員林稽徵所,"1","78b3fc9782e35fe7922204df6da2d5d53b3d44f89517de4f767713785133eaed",f952eb284f4813e220b0d086b3e42f821397aa3402a87dcd6043497015640dd0,2012-02-06 15:37:48,2023-01-13 20:33:32,inner
"CN=N575700,OU=N575700,OU=N57,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",,N575700,N575700,N575700,-2147483640,"CN=N57,OU=N57,OU=B01ROOT,OU=MOF,DC=intbca,DC=gov,DC=tw",N575700北斗稽徵所,N575700北斗稽徵所,N575700北斗稽徵所,N575700北斗稽徵所,N575700北斗稽徵所,N575700北斗稽徵所,"1","8c8b95bd06d5033a2a415ca1a7671faf276f85691fff5f44ffe465dc5d03422c","784048e7e5e059559b03f9f028d5ade8a6e87ea042cbc7a5f978da947c9a2e23",2012-02-06 15:38:02,2023-01-13 20:33:32,inner
